Id,Form,Lemma,UPosTag,XPosTag,Feats,Head,DepRel,Deps,Misc
478,в,в,ADP,_,_,_,_,_,words-aal#@aal1975m#57.821#58.167
479,студии,студия,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#58.167#58.513
480,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#58.513#58.859
481,поучаствовать,поучаствовать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#58.859#59.205
482,максимально,максимально,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#59.205#59.551
483,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#59.551#59.897
484,у,у,ADP,_,_,_,_,_,words-aal#@aal1975m#59.897#60.243
485,них,они,PRON,_,Case=Gen|Number=Plur|Person=3,_,_,_,words-aal#@aal1975m#60.243#60.589
486,это,это,PRON,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#60.589#60.935
487,максимально,максимально,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#60.935#61.281
488,настоящий,настоящий,ADJ,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#61.281#61.627
489,заказ,заказ,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#61.627#61.973
490,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#61.973#62.319
491,максимальная,максимальный,ADJ,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#62.319#62.665
492,творческая,творческий,ADJ,_,Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#62.665#63.011
493,свобода,свобода,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#63.011#63.357
494,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#63.357#63.703
495,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,words-aal#@aal1975m#63.703#64.049
496,можете,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#64.049#64.395
497,сделать,сделать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#64.395#64.741
498,всё,весь,PRON,_,Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#64.741#65.093
499,всё,весь,PRON,_,Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#65.107#65.333
500,что,что,PRON,_,Case=Acc,_,_,_,words-aal#@aal1975m#65.333#65.559
501,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,words-aal#@aal1975m#65.559#65.785
502,о,о,ADP,_,_,_,_,_,words-aal#@aal1975m#65.785#66.011
503,чем,что,PRON,_,Case=Loc,_,_,_,words-aal#@aal1975m#66.011#66.237
504,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,words-aal#@aal1975m#66.237#66.463
505,всю,весь,DET,_,Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#66.463#66.689
506,жизнь,жизнь,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#66.689#66.915
507,мечтали,мечтать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#66.915#67.141
508,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#67.141#67.367
509,вам,вы,PRON,_,Case=Dat|Number=Plur|Person=2,_,_,_,words-aal#@aal1975m#67.367#67.593
510,никто,никто,PRON,_,Case=Nom,_,_,_,words-aal#@aal1975m#67.593#67.819
511,за,за,ADP,_,_,_,_,_,words-aal#@aal1975m#67.819#68.045
512,это,этот,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#68.045#68.271
513,слова,слово,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur,_,_,_,words-aal#@aal1975m#68.271#68.497
514,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#68.497#68.723
515,скажет,сказать,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#68.723#68.949
516,у,у,ADP,_,_,_,_,_,words-aal#@aal1975m#68.949#69.175
517,заказчика,заказчик,NOUN,_,Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#69.175#69.401
518,нет,нет,"PRED
",_,_,_,_,_,words-aal#@aal1975m#69.401#69.627
519,мнения,мнение,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#69.627#69.853
520,потому,потому,SCONJ,_,_,_,_,_,words-aal#@aal1975m#69.853#70.079
521,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#70.079#70.305
522,#цыкает#,#цыкает#,"X
",_,_,_,_,_,words-aal#@aal1975m#70.305#70.531
523,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#70.531#70.757
524,всё,весь,PRON,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#70.757#70.983
525,оно,оно,PRON,_,Case=Nom|Gender=Neut|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#70.983#71.209
526,его,он,PRON,_,Case=Acc|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#71.209#71.435
527,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#71.435#71.661
528,слышно,слышно,ADV,_,_,_,_,_,words-aal#@aal1975m#71.661#71.887
529,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#71.887#72.113
530,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#72.113#72.339
531,рыба,рыба,NOUN,_,Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#72.339#72.565
532,в,в,ADP,_,_,_,_,_,words-aal#@aal1975m#72.565#72.791
533,аквариуме,аквариум,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#72.791#73.042
534,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#73.092#73.592
535,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#73.592#74.092
536,охуенно,охуенно,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#74.092#74.592
537,сработало,сработать,VERB,_,Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#74.592#75.092
538,ну,ну,PART,_,_,_,_,_,words-aal#@aal1975m#77.985#78.191
539,да,да,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#78.364#78.807
540,ааа,ааа,"INTJ
",_,"_
",_,_,_,words-aal#@aal1975m#80.043#80.568
541,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#80.568#81.093
542,два,два,NUM,_,Case=Nom|Gender=Neut,_,_,_,words-aal#@aal1975m#81.093#81.618
543,слова,слово,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#81.618#82.143
544,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#82.143#82.668
545,уникальная,уникальный,ADJ,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#82.668#83.193
546,иде...,идентификация,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#83.193#83.222
547,идентификация,идентификация,NOUN,,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,,,,words-aal#@aal1975m#83.222#83.722
548,это,этот,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#86.56#86.75
549,чот,чего-то,"PRON
",_,Case=Gen,_,_,_,words-aal#@aal1975m#86.75#86.94
550,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,words-aal#@aal1975m#86.94#87.13
551,никогда,никогда,ADV,_,_,_,_,_,words-aal#@aal1975m#87.13#87.32
552,такого,такой,DET,_,Case=Gen|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#87.32#87.51
553,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#87.51#87.7
554,говорил,говорить,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#87.7#87.89
555,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#87.89#88.08
556,это,это,PART,_,_,_,_,_,words-aal#@aal1975m#88.08#88.27
557,чушь,чушь,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#88.27#88.46
558,собачья,собачий,"ADJ
",_,Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#88.46#88.654
559,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#90.009#90.159
560,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#90.159#90.309
561,почему,почему,ADV,_,_,_,_,_,words-aal#@aal1975m#90.309#90.46
562,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#90.504#90.808
563,такое,такой,DET,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#90.808#91.112
564,школьное,школьный,ADJ,_,Case=Nom|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#91.112#91.416
565,мнение,мнение,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#91.416#91.72
566,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#91.72#92.024
567,типа,тип,PART,_,_,_,_,_,words-aal#@aal1975m#92.024#92.328
568,логотип,логотип,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#92.328#92.632
569,нужно,нужно,"PRED
",_,"_
",_,_,_,words-aal#@aal1975m#92.632#92.936
570,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#92.936#93.24
571,уметь,уметь,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#93.24#93.544
572,нарисовать,нарисовать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#93.544#93.848
573,от,от,ADP,_,_,_,_,_,words-aal#@aal1975m#93.848#94.152
574,руки,рука,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#94.152#94.456
575,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#94.456#94.76
576,типа,типа,"PART
",_,_,_,_,_,words-aal#@aal1975m#94.76#95.064
577,как,как,SCONJ,_,_,_,_,_,words-aal#@aal1975m#95.064#95.368
578,знак,знак,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#95.368#95.672
579,"Pacifica
","Pacifica
","X
",_,Foreign=Yes,_,_,_,words-aal#@aal1975m#95.672#95.976
580,вообще,вообще,ADV,_,_,_,_,_,words-aal#@aal1975m#95.976#96.28
581,нет,нет,"PRED
",_,_,_,_,_,words-aal#@aal1975m#96.28#96.584
582,нарисуй,нарисовать,ADV,_,Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#96.584#96.888
583,от,от,ADP,_,_,_,_,_,words-aal#@aal1975m#96.888#97.192
584,руки,рука,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#97.192#97.496
585,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#97.496#97.8
586,логотип,логотип,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#97.8#98.104
587,"Coca-Cola
","Coca-Cola
","X
",_,"Foreign=Yes
",_,_,_,words-aal#@aal1975m#98.104#98.414
588,нарисуй,нарисовать,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#98.468#98.855
589,этот,этот,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#98.855#99.242
590,ааа,ааа,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#99.242#99.63
591,там,там,ADV,_,_,_,_,_,words-aal#@aal1975m#100.19#100.564
592,Nestle,Nestle,"X
",_,"Foreign=Yes
",_,_,_,words-aal#@aal1975m#100.564#100.938
593,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#100.938#101.312
594,или,или,CCONJ,_,_,_,_,_,words-aal#@aal1975m#101.312#101.686
595,Danon,Danon,"X
",_,Foreign=Yes,_,_,_,words-aal#@aal1975m#101.686#102.06
596,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#102.06#102.434
597,то,то,CCONJ,_,_,_,_,_,words-aal#@aal1975m#102.434#102.508
598,"есть
","есть
",CCONJ,,_,,,,words-aal#@aal1975m#102.508#102.808
599,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#102.808#103.182
600,вообще,вообще,ADV,_,_,_,_,_,words-aal#@aal1975m#103.182#103.556
601,неважно,неважный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,_,_,_,words-aal#@aal1975m#103.556#103.93
602,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#103.93#104.304
603,поэтому,поэтому,ADV,_,_,_,_,_,words-aal#@aal1975m#104.304#104.678
604,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#104.678#105.052
605,когда,когда,SCONJ,_,_,_,_,_,words-aal#@aal1975m#105.052#105.426
606,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#105.426#105.8
607,рисуются,рисовать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass,_,_,_,words-aal#@aal1975m#105.8#106.174
608,логотипы,логотип,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#106.174#106.548
609,новые,новый,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,words-aal#@aal1975m#106.548#106.922
610,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#106.922#107.296
611,смелые,смелый,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,words-aal#@aal1975m#107.296#107.67
612,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#107.67#108.044
613,которые,который,PRON,_,Case=Acc|Number=Plur,_,_,_,words-aal#@aal1975m#108.044#108.418
614,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,words-aal#@aal1975m#108.418#108.792
615,можем,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#108.792#109.166
616,позволить,позволить,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#109.166#109.54
617,себе,себя,PRON,_,Case=Dat,_,_,_,words-aal#@aal1975m#109.54#109.914
618,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#109.914#110.288
619,внутри,внутри,"ADP
",_,_,_,_,_,words-aal#@aal1975m#110.288#110.662
620,студии,студия,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#110.662#111.036
621,развить,развить,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#111.036#111.41
622,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#111.41#111.784
623,потому,потому,SCONJ,_,_,_,_,_,words-aal#@aal1975m#111.784#112.158
624,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#112.158#112.532
625,у,у,ADP,_,_,_,_,_,words-aal#@aal1975m#112.532#112.906
626,нас,мы,PRON,_,Case=Gen|Number=Plur|Person=1,_,_,_,words-aal#@aal1975m#112.906#113.28
627,нет,нет,"PRED
",_,_,_,_,_,words-aal#@aal1975m#113.28#113.654
628,ограничений,ограничение,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur,_,_,_,words-aal#@aal1975m#113.654#114.028
629,в,в,ADP,_,_,_,_,_,words-aal#@aal1975m#114.028#114.402
630,виде,вид,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#114.402#114.776
631,мнения,мнение,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#114.776#115.15
632,заказчика,заказчик,NOUN,_,Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#115.15#115.54
633,тут,тут,ADV,_,_,_,_,_,words-aal#@aal1975m#115.709#115.897
634,-,-,"PUNCT
",_,_,_,_,_,words-aal#@aal1975m#115.897#115.905
635,то,то,PART,_,_,_,_,_,words-aal#@aal1975m#115.905#115.986
636,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,words-aal#@aal1975m#115.984#116.259
637,исследуем,исследовать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#116.259#116.534
638,границы,граница,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,_,_,_,words-aal#@aal1975m#116.534#116.809
639,дизайна,дизайн,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#116.809#117.084
640,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#117.084#117.359
641,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,words-aal#@aal1975m#117.359#117.634
642,это,это,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#117.634#117.909
643,делаем,делать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#117.909#118.184
644,в,в,ADP,_,_,_,_,_,words-aal#@aal1975m#118.184#118.459
645,реальном,реальный,ADJ,_,Case=Loc|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#118.459#118.734
646,мире,мир,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#118.734#119.009
647,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#119.009#119.284
648,за,за,ADP,_,_,_,_,_,words-aal#@aal1975m#119.284#119.559
649,деньги,деньги,NOUN,_,Animacy=Inan|Case=Acc|Number=Plur,_,_,_,words-aal#@aal1975m#119.559#119.834
650,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#119.834#120.109
651,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#120.109#120.384
652,развиваем,развивать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#120.384#120.659
653,дизайнеров,дизайнер,NOUN,_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#120.659#120.934
654,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#120.934#121.209
655,а,а,CCONJ,_,_,_,_,_,words-aal#@aal1975m#121.209#121.484
656,другие,другой,ADJ,_,Case=Nom|Number=Plur,_,_,_,words-aal#@aal1975m#121.484#121.759
657,ребята,ребята,NOUN,_,Animacy=Anim|Case=Nom|Gender=Neut|Number=Plur,_,_,_,words-aal#@aal1975m#121.759#122.034
658,так,так,ADV,_,"_
",_,_,_,words-aal#@aal1975m#122.034#122.309
659,делать,делать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#122.309#122.584
660,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#122.584#122.859
661,могут,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#122.859#123.134
662,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#123.134#123.409
663,потому,потому,SCONJ,_,_,_,_,_,words-aal#@aal1975m#123.409#123.684
664,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#123.684#123.959
665,если,если,SCONJ,_,_,_,_,_,words-aal#@aal1975m#123.959#124.234
666,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,words-aal#@aal1975m#124.234#124.509
667,вдруг,вдруг,ADV,_,_,_,_,_,words-aal#@aal1975m#124.509#124.784
668,решишь,решить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#124.784#125.059
669,рисовать,рисовать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#125.059#125.334
670,экспериментальный,экспериментальный,ADJ,_,Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#125.334#125.609
671,дизайн,дизайн,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#125.609#125.884
672,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#125.884#126.159
673,развивать,развивать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#126.159#126.434
674,свои,свой,DET,_,Case=Acc|Number=Plur,_,_,_,words-aal#@aal1975m#126.434#126.709
675,возможности,возможность,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,_,_,_,words-aal#@aal1975m#126.709#126.984
676,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#126.984#127.259
677,выяснится,выясниться,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid,_,_,_,words-aal#@aal1975m#127.259#127.534
678,что,что,"SCONJ
",_,_,_,_,_,words-aal#@aal1975m#127.534#127.809
679,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,words-aal#@aal1975m#127.809#128.084
680,его,он,PRON,_,Case=Acc|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#128.084#128.359
681,только,только,PART,_,_,_,_,_,words-aal#@aal1975m#128.359#128.634
682,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#128.634#128.909
683,в,в,ADP,_,_,_,_,_,words-aal#@aal1975m#128.909#129.184
684,жопу,жопа,NOUN,_,Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#129.184#129.459
685,себе,себя,PRON,_,Case=Dat,_,_,_,words-aal#@aal1975m#129.459#129.734
686,можешь,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#129.734#130.009
687,засунуть,засунуть,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#130.009#130.284
688,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#130.284#130.559
689,его,он,PRON,_,Case=Acc|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#130.559#130.834
690,никто,никто,PRON,_,Case=Nom,_,_,_,words-aal#@aal1975m#130.834#131.109
691,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#131.109#131.384
692,возьмет,"взять
",VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#131.384#131.659
693,потому,потому,SCONJ,_,_,_,_,_,words-aal#@aal1975m#131.659#131.934
694,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#131.934#132.209
695,люди,человек,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#132.209#132.484
696,ссут,ссать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#132.484#132.764
697,а,а,CCONJ,_,_,_,_,_,words-aal#@aal1975m#132.885#133.183
698,щас,"сейчас
",ADV,_,_,_,_,_,words-aal#@aal1975m#133.183#133.481
699,когда,когда,SCONJ,_,_,_,_,_,words-aal#@aal1975m#133.481#133.779
700,какой-нибудь,какой-нибудь,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#133.779#134.077
701,Хованский,Хованский,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#134.077#134.375
702,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#134.375#134.673
703,заказывает,заказывать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#134.673#134.971
704,логотип,логотип,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#134.971#135.269
705,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#135.269#135.567
706,получает,получает,"VERB
",_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#135.567#135.767
707,он,он,PRON,,Case=Nom|Gender=Masc|Number=Sing|Person=3,,,,words-aal#@aal1975m#135.767#135.865
708,сразу,сразу,ADV,_,_,_,_,_,words-aal#@aal1975m#135.865#136.163
709,получает,получать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#136.163#136.461
710,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#136.461#136.759
711,это,это,"PART
",_,_,_,_,_,words-aal#@aal1975m#136.759#137.057
712,самый,самый,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#137.057#137.355
713,популярный,популярный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#137.355#137.653
714,ролик,ролик,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#137.653#137.951
715,за,за,ADP,_,_,_,_,_,words-aal#@aal1975m#137.951#138.249
716,последние,последний,ADJ,_,Case=Acc|Number=Plur,_,_,_,words-aal#@aal1975m#138.249#138.547
